"Date","SearchEngine","KeywordGroup","Website","Position"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","interactive","tableau","4"
"2014-07-02","Bing","interactive","tableau","10"
"2014-07-02","Bing","interactive","tableau","2"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","interactive","tableau","1"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","interactive","tableau","4"
"2014-07-02","Bing","interactive","tableau","4"
"2014-07-02","Bing","word cloud","tableau","9"
"2014-07-02","Bing","dashboard","tableau","8"
"2014-07-02","Bing","dashboard","tableau","10"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","dashboard","tableau","4"
"2014-07-02","Bing","dashboard","tableau","6"
"2014-07-02","Bing","interactive","tableau","4"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","interactive","tableau","2"
"2014-07-02","Bing","interactive","tableau","3"
"2014-07-02","Bing","interactive","tableau","40"
"2014-07-02","Bing","dashboard","tableau",0
"2014-07-02","Bing","dashboard","tableau",0
"2014-07-02","Bing","dashboard","tableau","3"
"2014-07-02","Bing","dashboard","tableau",0
"2014-07-02","Bing","dashboard","tableau","16"
"2014-07-02","Bing","dashboard","tableau","4"
"2014-07-02","Bing","dashboard","tableau","5"
"2014-07-02","Bing","interactive","tableau","4"
"2014-07-02","Bing","dashboard","tableau","4"
"2014-07-02","Bing","dashboard","tableau","6"
"2014-07-02","Bing","word cloud","tableau","5"
"2014-07-02","Bing","dashboard","tableau","12"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik",0
"2014-07-02","Bing","dashboard","qlik","13"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","sankey","qlik","4"
"2014-07-02","Bing","interactive","qlik","3"
"2014-07-02","Bing","dashboard","qlik","11"
"2014-07-02","Bing","word cloud","qlik","12"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","7"
"2014-07-02","Bing","dashboard","qlik","15"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","9"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","48"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","sankey","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","sankey","qlik","1"
"2014-07-02","Bing","sankey","qlik","2"
"2014-07-02","Bing","sankey","qlik","1"
"2014-07-02","Bing","sankey","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","sankey","qlik","1"
"2014-07-02","Bing","sankey","qlik","4"
"2014-07-02","Bing","sankey","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","sankey","qlik","3"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","sankey","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","3"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","sankey","qlik","44"
"2014-07-02","Bing","interactive","qlik","3"
"2014-07-02","Bing","sankey","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","sankey","qlik","6"
"2014-07-02","Bing","sankey","qlik","7"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","sankey","qlik","2"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","sankey","qlik","5"
"2014-07-02","Bing","sankey","qlik","1"
"2014-07-02","Bing","dashboard","qlik","33"
"2014-07-02","Bing","sankey","qlik","3"
"2014-07-02","Bing","sankey","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","40"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","14"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","6"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","11"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","39"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","3"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","27"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","15"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","8"
"2014-07-02","Bing","sankey","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","sankey","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","sankey","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","word cloud","qlik","7"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","7"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","5"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","sankey","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","19"
"2014-07-02","Bing","sankey","qlik","2"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","16"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","13"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","5"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","word cloud","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","6"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","37"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","interactive","qlik","10"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","8"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","3"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","6"
"2014-07-02","Bing","sankey","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","6"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","7"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","6"
"2014-07-02","Bing","word cloud","qlik","6"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","sankey","qlik","3"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","4"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","40"
"2014-07-02","Bing","dashboard","qlik","43"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","word cloud","qlik","6"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","word cloud","qlik","1"
"2014-07-02","Bing","word cloud","qlik","5"
"2014-07-02","Bing","word cloud","qlik","6"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","8"
"2014-07-02","Bing","sankey","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","sankey","qlik","4"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","word cloud","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","sankey","qlik","4"
"2014-07-02","Bing","word cloud","qlik","5"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","interactive","qlik","38"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","23"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","20"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","sankey","qlik","48"
"2014-07-02","Bing","word cloud","qlik","7"
"2014-07-02","Bing","word cloud","qlik","26"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","dashboard","qlik","6"
"2014-07-02","Bing","sankey","qlik","7"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","46"
"2014-07-02","Bing","sankey","qlik","8"
"2014-07-02","Bing","sankey","qlik","3"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","dashboard","qlik","36"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","word cloud","qlik","6"
"2014-07-02","Bing","dashboard","qlik","46"
"2014-07-02","Bing","dashboard","qlik","8"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","word cloud","qlik","8"
"2014-07-02","Bing","interactive","qlik","8"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","word cloud","qlik","3"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","50"
"2014-07-02","Bing","sankey","qlik","47"
"2014-07-02","Bing","dashboard","qlik","16"
"2014-07-02","Bing","sankey","qlik","23"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","3"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","19"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","44"
"2014-07-02","Bing","word cloud","qlik","30"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","45"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","40"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","interactive","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","23"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","20"
"2014-07-02","Bing","word cloud","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","28"
"2014-07-02","Bing","sankey","qlik","2"
"2014-07-02","Bing","word cloud","qlik","3"
"2014-07-02","Bing","dashboard","qlik","6"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","30"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","6"
"2014-07-02","Bing","word cloud","qlik","8"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","10"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","9"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","sankey","qlik","4"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","word cloud","qlik","4"
"2014-07-02","Bing","dashboard","qlik","18"
"2014-07-02","Bing","dashboard","qlik","5"
"2014-07-02","Bing","word cloud","qlik","40"
"2014-07-02","Bing","word cloud","qlik","35"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","interactive","qlik","36"
"2014-07-02","Bing","sankey","qlik","27"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","37"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","interactive","qlik","3"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","49"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","word cloud","qlik","8"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","4"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","3"
"2014-07-02","Bing","dashboard","qlik","42"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","word cloud","qlik","5"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","word cloud","qlik","8"
"2014-07-02","Bing","dashboard","qlik","28"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","word cloud","qlik",0
"2014-07-02","Bing","dashboard","qlik","28"
"2014-07-02","Bing","word cloud","qlik",0
"2014-07-02","Bing","word cloud","qlik",0
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","7"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","sankey","qlik","6"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","dashboard","qlik","2"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","2"
"2014-07-02","Bing","interactive","qlik","3"
"2014-07-02","Bing","interactive","qlik","1"
"2014-07-02","Bing","interactive","qlik","27"
"2014-07-02","Bing","dashboard","qlik","9"
"2014-07-02","Bing","sankey","qlik","3"
"2014-07-02","Bing","dashboard","qlik","11"
"2014-07-02","Bing","word cloud","qlik","2"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","1"
"2014-07-02","Bing","dashboard","qlik","3"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","interactive","visual.ly","24"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly","45"
"2014-07-02","Bing","dashboard","visual.ly","39"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","interactive","visual.ly","29"
"2014-07-02","Bing","sankey","visual.ly","9"
"2014-07-02","Bing","dashboard","visual.ly","50"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","interactive","visual.ly","38"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly","47"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly","16"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly","28"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","interactive","visual.ly","28"
"2014-07-02","Bing","dashboard","visual.ly","33"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","sankey","visual.ly","34"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","sankey","visual.ly","23"
"2014-07-02","Bing","sankey","visual.ly","30"
"2014-07-02","Bing","sankey","visual.ly","46"
"2014-07-02","Bing","sankey","visual.ly","17"
"2014-07-02","Bing","sankey","visual.ly","8"
"2014-07-02","Bing","sankey","visual.ly","32"
"2014-07-02","Bing","sankey","visual.ly","19"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly","30"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","sankey","visual.ly","36"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","sankey","visual.ly","8"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly","31"
"2014-07-02","Bing","sankey","visual.ly","34"
"2014-07-02","Bing","interactive","visual.ly","30"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly","45"
"2014-07-02","Bing","sankey","visual.ly","40"
"2014-07-02","Bing","sankey","visual.ly","21"
"2014-07-02","Bing","sankey","visual.ly",0
"2014-07-02","Bing","sankey","visual.ly","14"
"2014-07-02","Bing","sankey","visual.ly","9"
"2014-07-02","Bing","sankey","visual.ly","7"
"2014-07-02","Bing","sankey","visual.ly","48"
"2014-07-02","Bing","sankey","visual.ly","40"
"2014-07-02","Bing","dashboard","visual.ly","34"
"2014-07-02","Bing","sankey","visual.ly","20"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly","50"
"2014-07-02","Bing","dashboard","visual.ly","43"
"2014-07-02","Bing","dashboard","visual.ly","46"
"2014-07-02","Bing","dashboard","visual.ly","44"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly","48"
"2014-07-02","Bing","dashboard","visual.ly","45"
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","dashboard","visual.ly",0
"2014-07-02","Bing","sankey","visual.ly","35"
