"Date","SearchEngine","KeywordGroup","Website","Position"
"2014-07-16","Bing","dashboard","qlik","4"
"2014-07-16","Bing","dashboard","qlik","3"
"2014-07-16","Bing","dashboard","qlik","2"
"2014-07-16","Bing","interactive","qlik","2"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","3"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","dashboard","qlik","4"
"2014-07-16","Bing","interactive","qlik","2"
"2014-07-16","Bing","word cloud","qlik",0
"2014-07-16","Bing","dashboard","qlik","20"
"2014-07-16","Bing","word cloud","qlik",0
"2014-07-16","Bing","word cloud","qlik",0
"2014-07-16","Bing","interactive","qlik","4"
"2014-07-16","Bing","word cloud","qlik","12"
"2014-07-16","Bing","dashboard","qlik","4"
"2014-07-16","Bing","dashboard","qlik","3"
"2014-07-16","Bing","interactive","qlik","2"
"2014-07-16","Bing","sankey","qlik","4"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","5"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","dashboard","qlik","2"
"2014-07-16","Bing","interactive","qlik","2"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","2"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","dashboard","qlik","3"
"2014-07-16","Bing","dashboard","qlik","2"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","word cloud","qlik","6"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","dashboard","qlik","1"
"2014-07-16","Bing","dashboard","qlik","40"
"2014-07-16","Bing","dashboard","qlik","2"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","1"
"2014-07-16","Bing","interactive","qlik","5"
"2014-07-16","Bing","interactive","qlik","4"
"2014-07-16","Bing","interactive","qlik","39"
"2014-07-16","Bing","word cloud","qlik","39"
"2014-07-16","Bing","dashboard","qlik","8"
"2014-07-16","Bing","dashboard","qlik","8"
"2014-07-16","Bing","dashboard","qlik","1"
"2014-07-16","Bing","dashboard","qlik","2"
"2014-07-16","Bing","dashboard","qlik","1"
"2014-07-16","Bing","dashboard","qlik","1"
"2014-07-16","Bing","dashboard","qlik","4"
"2014-07-16","Bing","sankey","visual.ly","14"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","38"
"2014-07-16","Bing","dashboard","visual.ly","44"
"2014-07-16","Bing","dashboard","visual.ly","43"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","44"
"2014-07-16","Bing","dashboard","visual.ly","35"
"2014-07-16","Bing","dashboard","visual.ly","29"
"2014-07-16","Bing","dashboard","visual.ly","24"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","38"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","45"
"2014-07-16","Bing","interactive","visual.ly","49"
"2014-07-16","Bing","sankey","visual.ly","7"
"2014-07-16","Bing","dashboard","visual.ly","50"
"2014-07-16","Bing","dashboard","visual.ly","45"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","interactive","visual.ly","28"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","43"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","17"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","interactive","visual.ly","26"
"2014-07-16","Bing","sankey","visual.ly","45"
"2014-07-16","Bing","dashboard","visual.ly","32"
"2014-07-16","Bing","sankey","visual.ly","40"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","interactive","visual.ly","39"
"2014-07-16","Bing","dashboard","visual.ly","42"
"2014-07-16","Bing","sankey","visual.ly","44"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","interactive","visual.ly","29"
"2014-07-16","Bing","sankey","visual.ly","39"
"2014-07-16","Bing","sankey","visual.ly","28"
"2014-07-16","Bing","sankey","visual.ly","47"
"2014-07-16","Bing","sankey","visual.ly","5"
"2014-07-16","Bing","sankey","visual.ly","5"
"2014-07-16","Bing","sankey","visual.ly","27"
"2014-07-16","Bing","sankey","visual.ly","41"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","40"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","29"
"2014-07-16","Bing","dashboard","visual.ly","50"
"2014-07-16","Bing","sankey","visual.ly","7"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","33"
"2014-07-16","Bing","dashboard","visual.ly","48"
"2014-07-16","Bing","dashboard","visual.ly","22"
"2014-07-16","Bing","dashboard","visual.ly","31"
"2014-07-16","Bing","dashboard","visual.ly","49"
"2014-07-16","Bing","dashboard","visual.ly","37"
"2014-07-16","Bing","interactive","visual.ly","28"
"2014-07-16","Bing","sankey","visual.ly","38"
"2014-07-16","Bing","sankey","visual.ly","28"
"2014-07-16","Bing","sankey","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","15"
"2014-07-16","Bing","interactive","visual.ly","31"
"2014-07-16","Bing","sankey","visual.ly","6"
"2014-07-16","Bing","sankey","visual.ly","7"
"2014-07-16","Bing","sankey","visual.ly","36"
"2014-07-16","Bing","dashboard","visual.ly","18"
"2014-07-16","Bing","sankey","visual.ly","19"
"2014-07-16","Bing","dashboard","visual.ly","46"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","36"
"2014-07-16","Bing","dashboard","visual.ly","47"
"2014-07-16","Bing","dashboard","visual.ly","38"
"2014-07-16","Bing","dashboard","visual.ly","36"
"2014-07-16","Bing","dashboard","visual.ly","42"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","48"
"2014-07-16","Bing","interactive","visual.ly","40"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","49"
"2014-07-16","Bing","dashboard","visual.ly","34"
"2014-07-16","Bing","word cloud","visual.ly","37"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","39"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","27"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","25"
"2014-07-16","Bing","dashboard","visual.ly","47"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","50"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","44"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","18"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","48"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","5"
"2014-07-16","Bing","dashboard","visual.ly","46"
"2014-07-16","Bing","sankey","visual.ly","32"
"2014-07-16","Bing","dashboard","visual.ly","37"
"2014-07-16","Bing","sankey","visual.ly","6"
"2014-07-16","Bing","dashboard","visual.ly","35"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","40"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","48"
"2014-07-16","Bing","sankey","visual.ly","43"
"2014-07-16","Bing","dashboard","visual.ly","17"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","48"
"2014-07-16","Bing","dashboard","visual.ly","20"
"2014-07-16","Bing","interactive","visual.ly","10"
"2014-07-16","Bing","dashboard","visual.ly","27"
"2014-07-16","Bing","word cloud","visual.ly","24"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","42"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","10"
"2014-07-16","Bing","dashboard","visual.ly","48"
"2014-07-16","Bing","word cloud","visual.ly","38"
"2014-07-16","Bing","dashboard","visual.ly","33"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","30"
"2014-07-16","Bing","word cloud","visual.ly","6"
"2014-07-16","Bing","dashboard","visual.ly","21"
"2014-07-16","Bing","word cloud","visual.ly","28"
"2014-07-16","Bing","dashboard","visual.ly","10"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","37"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","46"
"2014-07-16","Bing","dashboard","visual.ly","39"
"2014-07-16","Bing","dashboard","visual.ly","29"
"2014-07-16","Bing","interactive","visual.ly","44"
"2014-07-16","Bing","dashboard","visual.ly","40"
"2014-07-16","Bing","dashboard","visual.ly","45"
"2014-07-16","Bing","dashboard","visual.ly","40"
"2014-07-16","Bing","interactive","visual.ly","17"
"2014-07-16","Bing","dashboard","visual.ly","28"
"2014-07-16","Bing","dashboard","visual.ly","26"
"2014-07-16","Bing","word cloud","visual.ly","22"
"2014-07-16","Bing","dashboard","visual.ly","39"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","7"
"2014-07-16","Bing","dashboard","visual.ly","17"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","28"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","36"
"2014-07-16","Bing","sankey","visual.ly","45"
"2014-07-16","Bing","sankey","visual.ly","6"
"2014-07-16","Bing","dashboard","visual.ly","47"
"2014-07-16","Bing","word cloud","visual.ly","40"
"2014-07-16","Bing","dashboard","visual.ly","50"
"2014-07-16","Bing","dashboard","visual.ly","12"
"2014-07-16","Bing","dashboard","visual.ly","6"
"2014-07-16","Bing","dashboard","visual.ly","42"
"2014-07-16","Bing","dashboard","visual.ly","44"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","43"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","47"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","interactive","visual.ly","26"
"2014-07-16","Bing","dashboard","visual.ly","35"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","41"
"2014-07-16","Bing","dashboard","visual.ly","27"
"2014-07-16","Bing","dashboard","visual.ly","27"
"2014-07-16","Bing","dashboard","visual.ly","17"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","17"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","32"
"2014-07-16","Bing","dashboard","visual.ly","38"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","interactive","visual.ly","33"
"2014-07-16","Bing","word cloud","visual.ly","30"
"2014-07-16","Bing","word cloud","visual.ly","32"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","45"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly","47"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","23"
"2014-07-16","Bing","word cloud","visual.ly","22"
"2014-07-16","Bing","dashboard","visual.ly","48"
"2014-07-16","Bing","word cloud","visual.ly","49"
"2014-07-16","Bing","interactive","visual.ly","16"
"2014-07-16","Bing","dashboard","visual.ly","46"
"2014-07-16","Bing","interactive","visual.ly","26"
"2014-07-16","Bing","sankey","visual.ly","35"
"2014-07-16","Bing","sankey","visual.ly","32"
"2014-07-16","Bing","dashboard","visual.ly","46"
"2014-07-16","Bing","dashboard","visual.ly","46"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","18"
"2014-07-16","Bing","dashboard","visual.ly","22"
"2014-07-16","Bing","dashboard","visual.ly","39"
"2014-07-16","Bing","dashboard","visual.ly","22"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","46"
"2014-07-16","Bing","dashboard","visual.ly","21"
"2014-07-16","Bing","dashboard","visual.ly","35"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","17"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","45"
"2014-07-16","Bing","dashboard","visual.ly","30"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","46"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","19"
"2014-07-16","Bing","dashboard","visual.ly","35"
"2014-07-16","Bing","interactive","visual.ly","43"
"2014-07-16","Bing","interactive","visual.ly","17"
"2014-07-16","Bing","sankey","visual.ly","26"
"2014-07-16","Bing","dashboard","visual.ly","41"
"2014-07-16","Bing","dashboard","visual.ly","36"
"2014-07-16","Bing","dashboard","visual.ly","45"
"2014-07-16","Bing","sankey","visual.ly","40"
"2014-07-16","Bing","dashboard","visual.ly","32"
"2014-07-16","Bing","interactive","visual.ly","19"
"2014-07-16","Bing","dashboard","visual.ly","20"
"2014-07-16","Bing","interactive","visual.ly","15"
"2014-07-16","Bing","interactive","visual.ly","39"
"2014-07-16","Bing","interactive","visual.ly","19"
"2014-07-16","Bing","word cloud","visual.ly","25"
"2014-07-16","Bing","interactive","visual.ly","33"
"2014-07-16","Bing","interactive","visual.ly","44"
"2014-07-16","Bing","interactive","visual.ly","43"
"2014-07-16","Bing","interactive","visual.ly","17"
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","word cloud","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","32"
"2014-07-16","Bing","dashboard","visual.ly","39"
"2014-07-16","Bing","dashboard","visual.ly","36"
"2014-07-16","Bing","sankey","visual.ly","14"
"2014-07-16","Bing","word cloud","visual.ly","49"
"2014-07-16","Bing","interactive","visual.ly",0
"2014-07-16","Bing","interactive","visual.ly","24"
"2014-07-16","Bing","interactive","visual.ly","14"
"2014-07-16","Bing","interactive","visual.ly","23"
"2014-07-16","Bing","sankey","visual.ly","45"
"2014-07-16","Bing","interactive","visual.ly",0
"2014-07-16","Bing","interactive","visual.ly","22"
"2014-07-16","Bing","interactive","visual.ly","19"
"2014-07-16","Bing","dashboard","visual.ly","41"
"2014-07-16","Bing","interactive","visual.ly","18"
"2014-07-16","Bing","interactive","visual.ly","16"
"2014-07-16","Bing","interactive","visual.ly","9"
"2014-07-16","Bing","interactive","visual.ly","19"
"2014-07-16","Bing","word cloud","visual.ly","35"
"2014-07-16","Bing","interactive","visual.ly","46"
"2014-07-16","Bing","interactive","visual.ly","35"
"2014-07-16","Bing","interactive","visual.ly","32"
"2014-07-16","Bing","interactive","visual.ly","30"
"2014-07-16","Bing","interactive","visual.ly","7"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","41"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","interactive","visual.ly","43"
"2014-07-16","Bing","interactive","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","6"
"2014-07-16","Bing","interactive","visual.ly","6"
"2014-07-16","Bing","dashboard","visual.ly","50"
"2014-07-16","Bing","interactive","visual.ly","20"
"2014-07-16","Bing","interactive","visual.ly",0
"2014-07-16","Bing","sankey","visual.ly","39"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly","15"
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Bing","dashboard","visual.ly",0
"2014-07-16","Google","word cloud","tableau","6"
"2014-07-16","Google","dashboard","tableau","11"
"2014-07-16","Google","word cloud","tableau","8"
"2014-07-16","Google","word cloud","tableau","2"
"2014-07-16","Google","dashboard","tableau",0
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau",0
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau","6"
"2014-07-16","Google","dashboard","tableau","7"
"2014-07-16","Google","dashboard","tableau","14"
"2014-07-16","Google","dashboard","tableau","14"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","interactive","tableau","5"
"2014-07-16","Google","interactive","tableau","4"
"2014-07-16","Google","dashboard","tableau","7"
"2014-07-16","Google","dashboard","tableau","22"
"2014-07-16","Google","dashboard","tableau","12"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau",0
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","word cloud","tableau","7"
"2014-07-16","Google","sankey","tableau","9"
"2014-07-16","Google","dashboard","tableau","10"
"2014-07-16","Google","sankey","tableau","8"
"2014-07-16","Google","sankey","tableau","7"
"2014-07-16","Google","sankey","tableau","5"
"2014-07-16","Google","sankey","tableau","3"
"2014-07-16","Google","sankey","tableau","5"
"2014-07-16","Google","sankey","tableau","5"
"2014-07-16","Google","sankey","tableau","5"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","dashboard","tableau","6"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","dashboard","tableau","19"
"2014-07-16","Google","sankey","tableau","9"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","sankey","tableau","7"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau","13"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","sankey","tableau","7"
"2014-07-16","Google","dashboard","tableau","6"
"2014-07-16","Google","dashboard","tableau","6"
"2014-07-16","Google","sankey","tableau","17"
"2014-07-16","Google","sankey","tableau","7"
"2014-07-16","Google","sankey","tableau","2"
"2014-07-16","Google","sankey","tableau","9"
"2014-07-16","Google","sankey","tableau","7"
"2014-07-16","Google","sankey","tableau","5"
"2014-07-16","Google","sankey","tableau","5"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","dashboard","tableau","12"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau","14"
"2014-07-16","Google","dashboard","tableau","16"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau",0
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau","13"
"2014-07-16","Google","sankey","tableau","10"
"2014-07-16","Google","word cloud","tableau","3"
"2014-07-16","Google","word cloud","tableau","3"
"2014-07-16","Google","dashboard","tableau","15"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","word cloud","tableau","1"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","word cloud","tableau","6"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","dashboard","tableau","17"
"2014-07-16","Google","word cloud","tableau","7"
"2014-07-16","Google","dashboard","tableau","13"
"2014-07-16","Google","word cloud","tableau","5"
"2014-07-16","Google","dashboard","tableau","7"
"2014-07-16","Google","word cloud","tableau","10"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","word cloud","tableau","3"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","word cloud","tableau","3"
"2014-07-16","Google","dashboard","tableau","7"
"2014-07-16","Google","sankey","tableau","5"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","sankey","tableau","5"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","sankey","tableau","4"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","word cloud","tableau","5"
"2014-07-16","Google","word cloud","tableau","5"
"2014-07-16","Google","word cloud","tableau","5"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","word cloud","tableau","3"
"2014-07-16","Google","word cloud","tableau","7"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","word cloud","tableau","5"
"2014-07-16","Google","dashboard","tableau",0
"2014-07-16","Google","dashboard","tableau","14"
"2014-07-16","Google","sankey","tableau","5"
"2014-07-16","Google","word cloud","tableau","2"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","word cloud","tableau","4"
"2014-07-16","Google","dashboard","tableau","33"
"2014-07-16","Google","dashboard","tableau","7"
"2014-07-16","Google","word cloud","tableau","3"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","word cloud","tableau","4"
"2014-07-16","Google","word cloud","tableau","2"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau",0
"2014-07-16","Google","word cloud","tableau","1"
"2014-07-16","Google","dashboard","tableau",0
"2014-07-16","Google","word cloud","tableau","3"
"2014-07-16","Google","word cloud","tableau","2"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","word cloud","tableau","1"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","word cloud","tableau","4"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","word cloud","tableau","3"
"2014-07-16","Google","word cloud","tableau","12"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","word cloud","tableau","6"
"2014-07-16","Google","word cloud","tableau","13"
"2014-07-16","Google","dashboard","tableau","6"
"2014-07-16","Google","dashboard","tableau","7"
"2014-07-16","Google","interactive","tableau","3"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","word cloud","tableau","6"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","dashboard","tableau","10"
"2014-07-16","Google","dashboard","tableau","16"
"2014-07-16","Google","word cloud","tableau","9"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","word cloud","tableau","5"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","word cloud","tableau","17"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","word cloud","tableau","4"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","word cloud","tableau","4"
"2014-07-16","Google","dashboard","tableau","6"
"2014-07-16","Google","word cloud","tableau","10"
"2014-07-16","Google","dashboard","tableau",0
"2014-07-16","Google","dashboard","tableau","7"
"2014-07-16","Google","word cloud","tableau","4"
"2014-07-16","Google","word cloud","tableau","3"
"2014-07-16","Google","dashboard","tableau","13"
"2014-07-16","Google","word cloud","tableau","5"
"2014-07-16","Google","dashboard","tableau","13"
"2014-07-16","Google","dashboard","tableau",0
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau","19"
"2014-07-16","Google","dashboard","tableau","6"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","dashboard","tableau","9"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau","14"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","interactive","tableau","3"
"2014-07-16","Google","dashboard","tableau","16"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","dashboard","tableau","13"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau","11"
"2014-07-16","Google","dashboard","tableau","1"
"2014-07-16","Google","dashboard","tableau","2"
"2014-07-16","Google","dashboard","tableau","10"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","dashboard","tableau","22"
"2014-07-16","Google","interactive","tableau","3"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","dashboard","tableau","5"
"2014-07-16","Google","dashboard","tableau","14"
"2014-07-16","Google","word cloud","tableau","6"
"2014-07-16","Google","interactive","tableau","3"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","dashboard","tableau","4"
"2014-07-16","Google","word cloud","tableau","9"
"2014-07-16","Google","dashboard","tableau","3"
"2014-07-16","Google","dashboard","tableau","12"
"2014-07-16","Google","dashboard","tableau","6"
"2014-07-16","Google","word cloud","tableau","2"
"2014-07-16","Google","word cloud","tableau","2"
"2014-07-16","Google","sankey","tableau","8"
"2014-07-16","Google","word cloud","tableau","2"
"2014-07-16","Google","word cloud","tableau","5"
"2014-07-16","Google","word cloud","tableau","5"
"2014-07-16","Google","dashboard","tableau","16"
"2014-07-16","Google","word cloud","tableau","4"
"2014-07-16","Google","word cloud","tableau","8"
"2014-07-16","Google","dashboard","tableau","6"
